Park Name,County,Park Identifier,Park Address,Fire Authority,Jurisdiction,MH Spaces,RV Lots w/Drains,RV Lots w/o Drains,Operated By
POINSETTA,SAN DIEGO,37-11381-MP,"13648 EDGEMOOR STREET, POWAY, CA,  92064,  (858) 748-4570","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",,,,"undefined, undefined, undefined,  undefined,  undefined, "
POINSETTA FAMILY MHP,SAN DIEGO,37-11382-MP,"13648 EDGEMOOR STREET, POWAY, CA,  92064,  (858) 748-4570","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",138,0,0,"WAKELAND HOUSING & DEVELOPMENT CORP, 13648 EDGEMOOR ST, POWAY,  CA,  92064, "
POINSETTA SENIOR MOBILEHOME PARK,SAN DIEGO,37-11221-MP,"13648 EDGEMOOR STREET, POWAY, CA,  92064,  (858) 748-4570","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",124,0,0,"WAKELAND HOUSING & DEVELOPMENT CORP, 13648 EDGEMOOR ST, POWAY,  CA,  92064, "
HOMETOWN POWAY ROYAL ESTATES,SAN DIEGO,37-12685-MP,"13300 ALPINE DRIVE, POWAY, CA,  92064,  (858) 748-5308","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",399,0,0,"HOMETOWN POWAY ROYAL ESTATES, 13300 ALPINE DR, POWAY,  CA,  92064, "
AVOCADO TRAILER PARK / COURT,SAN DIEGO,37-0013-MP,"329 339 S HWY 101, SOLANA BEACH, CA,  92075,  (323) 582-2222","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",26,0,0,"MAGANDA CORPORATION, 1900 E. 25TH STREET ATT: FRED FARAMARZI, LOS ANGELES,  CA,  90058, "
PARADISE TP,LOS ANGELES,19-11761-MP,"10547 STRATHMORE DR, LOS ANGELES, CA,  90024,  ","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",60,0,0,"undefined, undefined, undefined,  undefined,  undefined, "
WOODLAND PARK MOBILE ESTATES,LOS ANGELES,19-1325-MP,"4201 TOPANGA CANYON BLVD, WOODLAND HILLS, CA,  91364,  (818) 774-8518","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",199,0,0,"WOODLAND PARK MHC LLC, 18006 SKY PARK CIRCLE SUITE 200, IRVINE,  CA,  92614, "
PINE VALLEY MOBILE VILLAGE,PLUMAS,32-0044-MP,"461 HWY 89, GREENVILLE, CA,  95947,  (530) 284-7613","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",12,0,0,"PERRY, WILLIAM, 32 CAPRI LN, PLEASANT HILL,  CA,  94523, "
PALS TP,PLUMAS,32-0078-MP,"206 MILL ST, GREENVILLE, CA,  95947,  (530) 284-7942","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",3,0,0,"GRUTTER, SONJA, 472 RIVER PARK DRIVE, REDDING,  CA,  96003, "
HUNTERS TP,PLUMAS,32-0095-MP,"211 GREENVILLE WOLF CROSSROAD, GREENVILLE, CA,  95947,  (209) 376-2389","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",2,0,0,"HUNTER, ROBERT T & MARY ANN, 1266 GLEN HAVEN DR, CHICO,  CA,  95926, "
GRIZZLY'S DEN,PLUMAS,32-0137-MP,"310 1ST ST, GREENVILLE, CA,  95947,  (916) 791-7406","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",2,0,0,"CLARK, DONALD, 310 FIRST ST - OFFICE, GREENVILLE,  CA,  95947, "
PAPENHAUSEN,PLUMAS,32-0184-MP,"425 HWY 89, GREENVILLE, CA,  95947,  (530) 284-7312","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",2,0,0,"PAPENHAUSEN, YVONNE, PO BOX 602, GREENVILLE,  CA,  95947, "
THE ELMS PARK,LOS ANGELES,19-0362-MP,"9021 E ALONDRA BLVD, BELLFLOWER, CA,  90706,  (310) 924-7884","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",0,0,8,"SUN WEST MORTGAGE CO, HARI AGARWAL P.O BOX 1052, ARTESIA,  CA,  90702, "
FOX MHP,LOS ANGELES,19-1008-MP,"14904 LAKEWOOD BLVD, BELLFLOWER, CA,  90706,  (562) 434-1671","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",17,0,0,"STEWART, JASON, 1129 GAVIOTA AVE, LONG BEACH,  CA,  90813, "
SM TP,LOS ANGELES,19-0344-MP,"9557 E ARTESIA BLVD, BELLFLOWER, CA,  90706,  (310) 866-9962","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",5,0,1,"MIRI, SEYED, PO BOX 901, CULVER CITY,  CA,  90232, "
CASA DE JARDIN,LOS ANGELES,19-1447-MP,"10525 EAST SOMERSET BLVD, BELLFLOWER, CA,  90706,  (714) 870-5980","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",54,0,0,"PETER VANRUITEN TRUST, PO BOX 858, LOS ALAMITOS,  CA,  90720, "
PALM VISTA,LOS ANGELES,19-0221-MP,"9921 FLORA VISTA AVE, BELLFLOWER, CA,  90706,  ","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",15,0,0,"PALM VISTA LLC, 4820 E 2ND ST #5, LONG BEACH,  CA,  90803, "
ROBINS PARK,LOS ANGELES,19-0740-MP,"17820 LAKEWOOD BLVD, BELLFLOWER, CA,  90706,  (310) 920-0161","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",38,0,0,"EICHE, DENNIS, 24040 CAMINO DEL AVION #PMB 293, MONARCH BEACH,  CA,  92629, "
WRIGHTS TP,LOS ANGELES,19-0786-MP,"9339 ARTESIA BLVD, BELLFLOWER, CA,  90706,  (818) 284-9590","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",8,0,0,"PPS BF PARKS LLC, PO BOX 1687, BELLFLOWER,  CA,  90707, "
ADOBE MHP,LOS ANGELES,19-0804-MP,"9329 E ARTESIA BLVD, BELLFLOWER, CA,  90706,  (805) 942-2417","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",13,0,0,"PPS BF PARKS LLC, PO BOX 1687, BELLFLOWER,  CA,  90707, "
ROSELAKE MOBILODGE,LOS ANGELES,19-0826-MP,"9097 E ROSECRANS AVE, BELLFLOWER, CA,  90706,  (310) 920-9335","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",23,0,0,"CONNORS FAMILY TRUST, PO BOX 11427, SANTA ANA,  CA,  92711, "
LAKE PARK MOBILE GARDENS,LOS ANGELES,19-1431-MP,"8811 PARK ST, BELLFLOWER, CA,  90706,  (909) 593-7111","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",79,0,0,"RENE MERLANDER FAMILY TRUST, 205 AVENUE I #4, REDONDO BEACH,  CA,  90277, "
COLONY COVE MOBILE ESTATES,LOS ANGELES,19-1458-MP,"17700 S AVALON BLVD ATTN:  MANAGER, CARSON, CA,  90746,  (310) 538-3320","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",420,0,0,"COLONY COVE PROPERTIES, 430 S. SAN DIMAS AVE., SAN DIMAS,  CA,  91773, "
CARSON HARBOR VILLAGE,LOS ANGELES,19-1502-MP,"17701 S. AVALON BLVD., CARSON, CA,  90746,  (310) 515-0651","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",420,0,0,"GOLDSTEIN, JAMES, 430 S. SAN DIMAS AVE., SAN DIMAS,  CA,  91773, "
SIERRA HILLS MHE, LLC,RIVERSIDE,33-0247-MP,"12101 INDIANA AVE, RIVERSIDE, CA,  92503,  (951) 278-1003","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",46,0,0,"DZIKOWSKI, STANISLAW, PO BOX 1285, LOMITA,  CA,  90717, "
THE VILLAGE RIVERSIDE,RIVERSIDE,33-0483-MP,"3663 BUCHANAN ST, RIVERSIDE, CA,  92503,  (909) 393-1131","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",159,0,0,"WESTCREEK CORP, 6855 WESTERN AVE SUITE # N, BUENA PARK,  CA,  90621, "
MISSION VILLAGE MHP,RIVERSIDE,33-0365-MP,"3700 BUCHANAN ST, RIVERSIDE, CA,  92503,  (909) 654-2416","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",217,0,0,"CPI MISSION VILLAGE OWNER LLC, 1495 PACIFIC HWY STE 450, SAN DIEGO,  CA,  92101, "
RIVERSIDE CC,RIVERSIDE,33-0415-MP,"9391 CALIFORNIA AVE, RIVERSIDE, CA,  92503,  (424) 744-8557","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",137,0,0,"WORLEY, RICHARD, PO BOX 1608, PACIFIC PALISADES,  CA,  90272, "
VILLA MAGNOLIA MOBILE HOME PARK,RIVERSIDE,33-0382-MP,"3500 BUCHANAN ST, RIVERSIDE, CA,  92503,  (909) 925-1919","undefined , undefined, undefined, undefined,undefined,undefined,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",243,0,0,"VILLA MAGNOLIA LP, 241 W MAIN STREET, LOS GATOS,  CA,  95030, "
LAKESHORE INN\RV PARK,SHASTA,45-0015-MP,"20483 LAKESHORE DR, LAKEHEAD, CA,  96051,  (530) 238-2003","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",10,18,0,"MARSHALL, CHARLOTTE, 20483 LAKESHORE DR, LAKEHEAD,  CA,  96051, "
HOLIDAY HARBOR RV PARK,SHASTA,45-0106-MP,"20061 SHASTA CAVERNS RD., LAKEHEAD, CA,  96051,  (530) 238-2383","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,27,0,"HOLIDAY HARBOR INC, 20061 SHASTA CAVERNS RD., LAKEHEAD,  CA,  96051, "
HAT CREEK RESORT,SHASTA,45-0071-MP,"12533 HWY 44\89, OLD STATION, CA,  96071,  (530) 335-7121","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,52,5,"HAT CREEK RESORT & RV PARK, LLC, J & H ASSET PROPERTY MGT 22880 SAVI RANCH PARKWAY, YORBA LINDA,  CA,  92887, "
SUNSET TP,FRESNO,10-0052-MP,"2494 S NINTH, FRESNO, CA,  93725,  (408) 436-8386","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",10,0,0,"ESPINOSA, ROBERT, 2453 S ORANGE, FRESNO,  CA,  93725, "
MODERN MOBILE HOME PARK,FRESNO,10-0078-MP,"4549 E JENSEN, FRESNO, CA,  93725,  (559) 892-5035","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","FRESNO, CITY OF FRESNO BUSINESS TAX DIVISION 2600 FRESNO STREET,  FRESNO,  CA,  93721,  (559) 621-7500, ",38,0,0,"MODERN MOBILE HOME PARK LLC, 3308 EL CAMINO AVE 300-608, SACRAMENTO,  CA,  95821, "
TOWN\COUNTRY MHP,FRESNO,10-0143-MP,"2373 S CHESTNUT AVE, FRESNO, CA,  93725,  (559) 251-2236","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","FRESNO, CITY OF FRESNO BUSINESS TAX DIVISION 2600 FRESNO STREET,  FRESNO,  CA,  93721,  (559) 621-7500, ",73,0,0,"THE CARITAS CORPORATION, 2700 CIENAGA STREET OFFICE, OCEANO,  CA,  93445, "
FRANCISCAN MHP,FRESNO,10-0155-MP,"2317 S CHESTNUT AVE, FRESNO, CA,  93725,  (559) 251-2236","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","FRESNO, CITY OF FRESNO BUSINESS TAX DIVISION 2600 FRESNO STREET,  FRESNO,  CA,  93721,  (559) 621-7500, ",161,0,0,"THE CARITAS CORPORATION, 2700 CIENAGA STREET OFFICE, OCEANO,  CA,  93445, "
SHADY LAKES COMUNIDAD NUEVO LAGO,FRESNO,10-0167-MP,"5665 S CHESTNUT AVE, FRESNO, CA,  93725,  (559) 834-3351","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",60,0,0,"COMUNIDAD NUEVO LAGO INC, P.O. BOX 5479, IRVINE,  CA,  92616, "
THE WILLOWS OF SANTIAGO,FRESNO,10-0188-MP,"2575 S WILLOW, FRESNO, CA,  93725,  (559) 233-1390","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","FRESNO, CITY OF FRESNO BUSINESS TAX DIVISION 2600 FRESNO STREET,  FRESNO,  CA,  93721,  (559) 621-7500, ",260,0,0,"THE WILLOWS OF SANTIAGO LP, A CA LIMITED PARTNERSHIP, PO BOX 11927, SANTA ANA,  CA,  92711, "
LARKSPUR RV PARK,MARIN,21-0010-MP,"11 RICH ST, GREENBRAE, CA,  94904,  (415) 925-1160","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,36,0,"BERTRAM, GEORGE, 1530 ARMSTRONG, NOVATO,  CA,  94945, "
MARIN PARK LLC (MOBILE HOME),MARIN,21-0014-MP,"2130 REDWOOD HWY, GREENBRAE, CA,  94904,  (415) 461-5199","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",89,0,0,"GUERRA, KRISTINE, 2140 REDWOOD HWY, GREENBRAE,  CA,  94904, "
MARIN PARK INC RV PARK,MARIN,21-0018-MP,"2140 REDWOOD HWY, GREENBRAE, CA,  94904,  (415) 461-5199","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,89,1,"GUERRA, KRISTINE, 2140 REDWOOD HWY, GREENBRAE,  CA,  94904, "
THE WILLOWS RESORT,SANTA CLARA,44-0092-MP,"14505 STETSON RD, LOS GATOS, CA,  95030,  (408) 857-0115","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",1,45,0,"VALENTINE, LINDA & ODELL, RANDY, 31 CUESTA VISTA DR, MONTEREY,  CA,  93940, "
BONNIE VIEW MHP,SANTA CLARA,43-0074-MP,"14685 OKA RD, LOS GATOS, CA,  95030,  (408) 356-3200","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",68,0,0,"CLOVIS, MIRASSOU & MIRASSOU, GERRY, 5496 AMBY DR, SAN JOSE,  CA,  95124, "
WILDWOOD MOBILE CC,LOS ANGELES,19-1429-MP,"901 S 6TH AVE, HACIENDA HEIGHTS, CA,  91745,  (310) 830-8800","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",456,0,0,"TRICO INVESTMENT, 22880 SAVI RANCH PKWY, YORBA LINDA,  CA,  92887, "
POINSETTIA GARDENS,VENTURA,56-12541-MP,"11370 DARLING RD, VENTURA, CA,  93004,  ","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",,,,"undefined, undefined, undefined,  undefined,  undefined, "
CRYSTAL CAVES MHP,EL DORADO,09-0128-MP,"8074 PERRY CREEK RD, SOMERSET, CA,  95684,  (530) 306-7044","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",40,0,0,"ELISHER, BRUCE & BECKY, PO BOX 166, PLACERVILLE,  CA,  95667, "
CANDLELIGHT VILLAGE,EL DORADO,09-0089-MP,"106 CANDLELIGHT CT, SOMERSET, CA,  95684,  (530) 620-1105","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",44,0,0,"CVE HOA, 106 CANDLELIGHT CT, SOMERSET,  CA,  95684, "
ENVIRONMENTAL TRAVELING COMPANIONS,EL DORADO,09-10140-MP,"6700 HIGHWAY 49, SOMERSET, CA,  95684,  ","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",,,,"undefined, undefined, undefined,  undefined,  undefined, "
CADLELIGHT VILLAGE MHP,EL DORADO,09-10141-MP,"7050 MT. AUKUM ROAD, SOMERSET, CA,  95684,  ","undefined , undefined, undefined, undefined,undefined,undefined,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",,,,"undefined, undefined, undefined,  undefined,  undefined, "
LOS BANOS W/ I-5 KOA,MERCED,24-0071-MP,"28485 GONZAGA RD, SANTA NELLA, CA,  95322,  (209) 826-5542","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,79,29,"OASIS WEST RV PARK LLC, 3308 EL CAMINO SUITE # 300, SACRAMENTO,  CA,  95822, "
SANTA NELLA MOBILEHOME PARK,MERCED,24-0045-MP,"13023 S HWY 33, SANTA NELLA, CA,  95322,  (209) 826-3105","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",47,0,0,"SANTA NELLA MOBILE HOME PARK, LLC, 6653 EMBARCADERO DR SUITE # C, STOCKTON,  CA,  95219, "
DOMINGUEZ TP,LOS ANGELES,19-1311-MP,"2666 DOMINGUEZ ST, CARSON, CA,  90810,  (310) 679-2077","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",31,0,0,"CITY OF CARSON, CA, 1 CIVIC PLAZA, #500, LONG BEACH,  CA,  90745, "
SHADY NOOK TP,LOS ANGELES,19-0635-MP,"21009 PROSPECT AVE, CARSON, CA,  90810,  (818) 442-0383","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",6,0,0,"CARLSEN, KENT, PO BOX 8321, LONG BEACH,  CA,  90808, "
MERCED ELKS ACTIVITY CENTER,MERCED,24-12786-MP,"3600 W WARDROBE AVE, MERCED, CA,  95340,  ","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,1,26,"MERCED ELKS LODGE, 1910 M STREET, MERCED,  CA,  95340, "
SUNSET MP,MERCED,24-0027-MP,"1236 W 13TH ST, MERCED, CA,  95340,  (209) 725-3339","undefined , undefined, undefined, undefined,undefined,undefined,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",26,0,0,"OCONNOR, JAMES, 1236 W 13TH ST, MERCED,  CA,  95340, "
MERCED MOBILE HOME PARK,MERCED,24-0064-MP,"1900 N ASHBY RD, MERCED, CA,  95340,  (209) 777-6756","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",62,0,0,"MERCED MOBILE HOME PARK LLC, 1910 TERRACINA DR # 100, SACRAMENTO,  CA,  95834, "
MERCED ESTATES MOBILE HOME PARK,MERCED,24-0067-MP,"2499 E GERARD AVE, MERCED, CA,  95340,  (209) 723-8991","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",208,0,0,"MERCED ESTATES ASSET PARTNERS, LP, PO BOX 2308, LAGUNA HILLS,  CA,  92654, "
SIERRA PORTAL MOBILE ESTATES,MERCED,24-0110-MP,"2240 GOLDEN OAK LN, MERCED, CA,  95340,  (209) 722-3411","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",155,0,0,"COUNTRY CLUB INVESTORS LP, PO BOX 580, ORANGEVALE,  CA,  95662, "
SIERRA VILLAGE,STANISLAUS,50-0162-MP,"451 EAST I ST, OAKDALE, CA,  95361,  (209) 988-6985","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",20,0,0,"SCHERER, WILLIAM, 4475 PORTER GULCH RD, APTOS,  CA,  95003, "
LAZY B MHP,STANISLAUS,50-0021-MP,"7341 ELEANOR RD, OAKDALE, CA,  95361,  (209) 869-2645","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",49,0,0,"GORDON BRAKER, 1666 SUGARLOAF DR, SAN MATEO,  CA,  94403, "
BIG OAK MANUFACTURED HOUSING COMMUNITY LLC,STANISLAUS,50-0035-MP,"927 EAST F ST, OAKDALE, CA,  95361,  (209) 883-2085","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",24,4,0,"BIG OAK MHC LLC, 6653 EMBARCADERO DR SUITE C, STKN,  CA,  95219, "
HAVEN INN MP,STANISLAUS,50-0061-MP,"880 EAST F ST, OAKDALE, CA,  95361,  (916) 825-4410","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",28,0,0,"LOUMAR PROPERTIES, 116 PALATIA COURT, ROSEVILLE,  CA,  95661, "
ROUND VALLEY LAKE RESORT,PLUMAS,32-0036-MP,"2510 COUNTY RD 204, GREENVILLE, CA,  95947,  (530) 284-7978","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,0,50,"CARTER, ROBERT & DEANNA, 715 W FLETCHER AVE, ORANGE,  CA,  92865, "
